Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2023-09-08,K232686,CorVista® System,"CorVista Health, Inc.",Cardiovascular,QXX,QXX,Cardiovascular,2,Coronary Artery Disease Machine Learning-Based Notification Software,Coronary Artery Disease machine learning-based notification software employs machine learning techniques to suggest the likelihood of coronary artery disease for further referral or diagnostic follow-up.
2023-09-08,K223621,DeepXray,"Alpha Intelligence Manifolds, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-09-07,K231207,"CARTO 3 EP Navigation System Software V8.0 (FG-5400-00, FG-5400-00U)","Biosense Webster, Inc.",Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2023-09-06,K232482,MAGNETOM Viato.Mobile,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-09-01,K223622,FaceHeart Vitals Software Development Kit (FH vitals SDK),FaceHeart Corp.,Cardiovascular,QME,QME,Cardiovascular,2,"Software For Optical Camera-Based Measurement Of Pulse Rate, Heart Rate, Breathing Rate, And/Or Respiratory Rate","The device uses software algorithms to analyze video signal and estimate pulse rate, heart rate, respiratory rate and/or breathing rates. This device is not intended to independently direct therapy."
2023-08-30,K230355,"Vantage Galan 3T, MRT-3020, V9.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2023-08-28,K223639,VisAble.IO,TechsoMed,Radiology,QTZ,QTZ,Radiology,2,Radiological Image Processing Software For Ablation Therapy Planning And Evaluation,"To provide radiological image processing tools for planning, monitoring, and evaluating ablation therapy."
2023-08-25,K223180,AIRAscore,AIRAmed GmbH,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2023-08-23,K230812,Withings Scan Monitor 2.0,Withings,Cardiovascular,DPS,DPS,Cardiovascular,2,Electrocardiograph,
2023-08-22,K230899,qXR-PTX-PE,Qure.ai Technologies,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-08-18,K223539,Dreem 3S,"Beacon Biosignals, Inc.",Neurology,OLZ,OLZ,Neurology,2,Automatic Event Detection Software For Polysomnograph With Electroencephalograph,"Automatically mark electroencephalograph and polysomongraph signals in order to aid in identification of such events and annotation of prolonged PSG traces; Automatically calculate simple measures obtained from recorded signals (e.G. Magnitude, time, frequency and simple statistical measures of marked events); All output subject to verification by qualified user"
2023-08-15,K231094,Annalise Enterprise CTB Triage-OH,Annalise-AI Pty Ltd,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2023-08-03,DEN230003,Viz HCM,"Viz.ai, Inc.",Cardiovascular,QXO,QXO,Cardiovascular,2,Cardiovascular Machine Learning-Based Notification Software,Cardiovascular machine learning-based notification software employs machine learning techniques to suggest the likelihood of a   cardiovascular disease or condition for further referral or diagnostic follow-up. The software identifies a single condition based on one or more non-invasive physiological inputs as part of routine medical care. It is intended as the basis for further testing and is not intended to provide diagnostic quality output. It is not intended to identify or detect arrhythmias.
2023-08-03,K223133,VisiRad XR,Imidex Inc.,Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2023-08-02,K223553,"Spine Planning (2.0), Elements Spine Planning, Elements Planning Spine",Brainlab AG,Neurology,OLO,OLO,Neurology,2,Orthopedic Stereotaxic Instrument,Stereotaxic guidance during orthopedic surgery procedures.  Indicated for Orthopedic joint or spine surgery. Neurological stereotaxic instruments are classified under product code HAW.
2023-07-27,K230074,Rapid Aneurysm Triage and Notification,iSchemaView Inc.,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2023-07-27,K231195,Brainomix 360 Triage ICH,Brainomix Limited,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2023-07-26,K231038,Global Hypoperfusion Index (GHI) Algorithm,"Edwards Lifesciences, LLC",Cardiovascular,QNL,QNL,Cardiovascular,2,Medium-Term Adjunctive Predictive Cardiovascular Indicator,The adjunctive predictive cardiovascular indicator is a prescription device that uses software algorithms to analyze cardiovascular vital signs and predict future cardiovascular status or events within a defined medium-term period. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.
2023-07-26,K231572,uMI Panorama,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2023-07-25,K223473,ME-APDS; MAGENTIQ-COLO,Magentiq Eye LTD,Gastroenterology-Urology,QNP,QNP,"Gastroenterology, Urology",2,Gastrointesinal Lesion Software Detection System,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
2023-07-25,K230913,ANDI,"Imeka Solutions, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2023-07-25,K230365,Sonio Detect,Sonio,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2023-07-24,K223347,UltraSight AI Guidance,UltraSight Inc.,Radiology,QJU,QJU,Radiology,2,Image Acquisition And/Or Optimization Guided By Artificial Intelligence,"A radiological acquisition and/or optimization guidance system is a device that is intended to aid in the acquisition and/or optimization of images and/or diagnostic signals. The device interfaces with the acquisition system, analyzes its output, and provides guidance and/or feedback to the operator for improving image and/or signal quality."
2023-07-21,K223288,"Cranial Navigation, Navigation Software Cranial, Navigation Software Craniofacial, Cranial EM System, Automatic Registration iMRI",Brainlab AG,Neurology,HAW,HAW,Neurology,2,Neurological Stereotaxic Instrument,
2023-07-21,K231173,Irregular Rhythm Notification Feature (IRNF),Apple Inc.,Cardiovascular,QDB,QDB,Cardiovascular,2,Photoplethysmograph Analysis Software For Over-The-Counter Use,A photoplethysmograph analysis software device for over-the-counter use analyzes photoplethysmograph data and provides information for identifying irregular heart rhythms. This device is not intended to provide a diagnosis.
2023-07-21,K230150,OptimMRI,"RebrAIn, SAS",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
