proprietary_name,openfda.device_name,product_code,created_date,cleaned_proprietary_name
"['ENSITE-DWSCART-01 EnSite\x99 X EP System Display Workstation Cart', 'ENSITE-CECG-144-01 EnSite\x99 X EP System ECG Cable', 'ENSITE-CF-01 EnSite\x99 X EP System Contact Force Software License', 'ENSITE-AMPCART3-01 EnSite\x99 X EP System Amplifier Cart', 'ENSITE-D-WS-01 EnSite\x99 X EP System Wave Speed Map Demo Software License', 'ENSITE-CL-01 EnSite\x99 X EP System EnSite Cloud Software License', 'ENSITE-FF-01 EnSite\x99 X EP System Field Frame', 'ENSITE-LE-01 EnSite\x99 X EP System Live Export Software License', 'ENSITE-PRSBACK-01 EnSite\x99 X EP System Patient Reference Sensor', 'ENSITE-FF-ABRKT-01 EnSite\x99 Adjustable Field Frame Bracket', 'ENSITE-WM56-144-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-ACBL-60-01 EnSite\x99 X EP System Connect Cable', 'ENSITE-OTAC-01 EnSite\x99 X EP System OTA Certificate Software License', 'ENSITE-SRFLNK-01 EnSite\x99 X EP System SurfaceLink Module', 'ENSITE-R-AMP-02 EnSite\x99 X EP System Amplifier', 'ENSITE-FF-4.5C-01 EnSite\x99 X EP System Field Frame Cable', 'ENSITE-TFM-02 EnSite\x99 X EP System TactiFlex\x99 Ablation Catheter, Sensor Enabled\x99 Software Upgrade', 'ENSITE-FF-BRCKT-01 EnSite\x99 Fixed Field Frame Bracket', 'ENSITE-TMMK-01 EnSite\x99 X EP System Triple Monitor Mount Kit', 'ENSITE-R-DWS-01 EnSite\x99 X EP System Display Workstation', 'ENSITE-AMP-01 EnSite\x99 X EP System Amplifier', 'ENSITE-WM56-60-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-WS-01 EnSite\x99 X EP System Wave Speed Map Software License', 'ENSITE-ECGOUT-01 EnSite\x99 X EP System ECG Output Module', 'ENSITE-WM64-144-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-R-DWS-2.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-D-LV-01 EnSite\x99 X EP System EnSite\x99 LiveView Dynamic Display Demo Software License', 'ENSITE-RMS-01 EnSite\x99 X EP System Remote Monitor Stand', 'ENSITE-DWS-2.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-OT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Software License', 'ENSITE-CECG-60-01 EnSite\x99 X EP System ECG Cable', 'ENSITE-AM-2 EnSite\x99 X EP System Advanced Mapping Software License', 'ENSITE-AMP-02 EnSite\x99 X EP System Amplifier', 'ENSITE-ECGRO-01 EnSite\x99 X EP System Radio-opaque ECG Lead set', 'ENSITE-CIM-20-01 EnSite\x99 X EP System Catheter Input Module', 'ENSITE-OTEXPORT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Data Export Software License', 'ENSITE-ACBL-160-01 EnSite\x99 X EP System Connect Cable', 'EnSite\x99 X EP System Level Order Number ENSITE-SYSTEM-111', 'ENSITE-CR-64-01 EnSite\x99 X EP System Recording System IC Output Cable', 'ENSITE-DMMK-01 EnSite\x99 X EP System Dual Monitor Mount', 'ENSITE-CIM-80-01 EnSite\x99 X EP System Catheter Input Module', 'ENSITE-WM64-60-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-SW-1.2 EnSite\x99 X EP System Software Upgrade', 'ENSITE-CR-56-01 EnSite\x99 X EP System Recording System IC Output Cable', 'ENSITE-SW-1.1.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-SEK-5-01 EnSite\x99 X EP System Surface Electrode Kit', 'ENSITE-D-OT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Demo Software License', 'ENSITE-PRSFRNT-01 EnSite\x99 X EP System Patient Reference Sensor', 'ENSITE-SMMK-01 EnSite\x99 X EP System Single Monitor Mount', 'ENSITE-AMPCART1-01 EnSite\x99 X EP System Amplifier Cart', 'ENSITE-AMP-EPM-01 EnSite\x99 X EP System Amplifier Power Module', 'ENSITE-R-DWS-1.1 EnSite\x99 X EP System Display WorkStation', 'ENSITE-SW-2 EnSite\x99 X EP System Software Upgrade', 'ENSITE-SW-2.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-TF-02 EnSite\x99 X EP System TactiFlex\x99 Ablation Catheter, Sensor Enabled\x99 Software License', 'ENSITE-D-AM-2 EnSite\x99 X EP System Advanced Mapping Demo Software License', 'ENSITE-DWS-1.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-DWS-01 EnSite\x99 X EP System Display Workstation', 'ENSITE-ECGRL-01 EnSite\x99 X EP System Radio-lucent ECG Lead set', 'ENSITE-RAILMNT-01 EnSite\x99 X EP System Bedrail Mount', 'EnSite\x99 X EP System Level Order Number ENSITE-SYSTEM-201', 'ENSITE-D-CF-01 EnSite\x99 X EP System Contact Force Software License', 'ENSITE-LV-01 EnSite\x99 X Ep System EnSite\x99 LiveView Dynamic Display Software License', 'ENSITE-FF-3MC-01 EnSite\x99 X EP System Field Frame Cable', 'ENSITE-SW-1.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-MONPOLE-01 EnSite\x99 X EP System Monitor Pole', 'ENSITE-R-FF-01 EnSite\x99 X EP System Field Frame', 'ENSITE-R-AMP-01 EnSite\x99 X EP System Amplifier']","Computer, Diagnostic, Programmable",DQK,2023-02-02,'ensite-dwscart-01 ensite\x99 x ep system display workstation cart' 'ensite-cecg-144-01 ensite\x99 x ep system ecg cable' 'ensite-cf-01 ensite\x99 x ep system contact force software license' 'ensite-ampcart3-01 ensite\x99 x ep system amplifier cart' 'ensite-d-ws-01 ensite\x99 x ep system wave speed map demo software license' 'ensite-cl-01 ensite\x99 x ep system ensite cloud software license' 'ensite-ff-01 ensite\x99 x ep system field frame' 'ensite-le-01 ensite\x99 x ep system live export software license' 'ensite-prsback-01 ensite\x99 x ep system patient reference sensor' 'ensite-ff-abrkt-01 ensite\x99 adjustable field frame bracket' 'ensite-wm56-144-01 ensite\x99 x ep system ic output cable' 'ensite-acbl-60-01 ensite\x99 x ep system connect cable' 'ensite-otac-01 ensite\x99 x ep system ota certificate software license' 'ensite-srflnk-01 ensite\x99 x ep system surfacelink module' 'ensite-r-amp-02 ensite\x99 x ep system amplifier' 'ensite-ff-4.5c-01 ensite\x99 x ep system field frame cable' 'ensite-tfm-02 ensite\x99 x ep system tactiflex\x99 ablation catheter sensor enabled\x99 software upgrade' 'ensite-ff-brckt-01 ensite\x99 fixed field frame bracket' 'ensite-tmmk-01 ensite\x99 x ep system triple monitor mount kit' 'ensite-r-dws-01 ensite\x99 x ep system display workstation' 'ensite-amp-01 ensite\x99 x ep system amplifier' 'ensite-wm56-60-01 ensite\x99 x ep system ic output cable' 'ensite-ws-01 ensite\x99 x ep system wave speed map software license' 'ensite-ecgout-01 ensite\x99 x ep system ecg output module' 'ensite-wm64-144-01 ensite\x99 x ep system ic output cable' 'ensite-r-dws-2.1 ensite\x99 x ep system display workstation' 'ensite-d-lv-01 ensite\x99 x ep system ensite\x99 liveview dynamic display demo software license' 'ensite-rms-01 ensite\x99 x ep system remote monitor stand' 'ensite-dws-2.1 ensite\x99 x ep system display workstation' 'ensite-ot-01 ensite\x99 x ep system ensite\x99 omnipolar technology software license' 'ensite-cecg-60-01 ensite\x99 x ep system ecg cable' 'ensite-am-2 ensite\x99 x ep system advanced mapping software license' 'ensite-amp-02 ensite\x99 x ep system amplifier' 'ensite-ecgro-01 ensite\x99 x ep system radio-opaque ecg lead set' 'ensite-cim-20-01 ensite\x99 x ep system catheter input module' 'ensite-otexport-01 ensite\x99 x ep system ensite\x99 omnipolar technology data export software license' 'ensite-acbl-160-01 ensite\x99 x ep system connect cable' 'ensite\x99 x ep system level order number ensite-system-111' 'ensite-cr-64-01 ensite\x99 x ep system recording system ic output cable' 'ensite-dmmk-01 ensite\x99 x ep system dual monitor mount' 'ensite-cim-80-01 ensite\x99 x ep system catheter input module' 'ensite-wm64-60-01 ensite\x99 x ep system ic output cable' 'ensite-sw-1.2 ensite\x99 x ep system software upgrade' 'ensite-cr-56-01 ensite\x99 x ep system recording system ic output cable' 'ensite-sw-1.1.1 ensite\x99 x ep system software upgrade' 'ensite-sek-5-01 ensite\x99 x ep system surface electrode kit' 'ensite-d-ot-01 ensite\x99 x ep system ensite\x99 omnipolar technology demo software license' 'ensite-prsfrnt-01 ensite\x99 x ep system patient reference sensor' 'ensite-smmk-01 ensite\x99 x ep system single monitor mount' 'ensite-ampcart1-01 ensite\x99 x ep system amplifier cart' 'ensite-amp-epm-01 ensite\x99 x ep system amplifier power module' 'ensite-r-dws-1.1 ensite\x99 x ep system display workstation' 'ensite-sw-2 ensite\x99 x ep system software upgrade' 'ensite-sw-2.1 ensite\x99 x ep system software upgrade' 'ensite-tf-02 ensite\x99 x ep system tactiflex\x99 ablation catheter sensor enabled\x99 software license' 'ensite-d-am-2 ensite\x99 x ep system advanced mapping demo software license' 'ensite-dws-1.1 ensite\x99 x ep system display workstation' 'ensite-dws-01 ensite\x99 x ep system display workstation' 'ensite-ecgrl-01 ensite\x99 x ep system radio-lucent ecg lead set' 'ensite-railmnt-01 ensite\x99 x ep system bedrail mount' 'ensite\x99 x ep system level order number ensite-system-201' 'ensite-d-cf-01 ensite\x99 x ep system contact force software license' 'ensite-lv-01 ensite\x99 x ep system ensite\x99 liveview dynamic display software license' 'ensite-ff-3mc-01 ensite\x99 x ep system field frame cable' 'ensite-sw-1.1 ensite\x99 x ep system software upgrade' 'ensite-monpole-01 ensite\x99 x ep system monitor pole' 'ensite-r-ff-01 ensite\x99 x ep system field frame' 'ensite-r-amp-01 ensite\x99 x ep system amplifier'
['SPECTRA WEARABLE'],"Pump, Breast, Powered",HGX,2022-12-21,'spectra wearable'
"['myrecovery, myrecovery App & Dashboard, myrecovery Patient Engagement & Outcomes Solution']","Goniometer, Ac-Powered",KQX,2022-07-26,'myrecovery myrecovery app & dashboard myrecovery patient engagement & outcomes solution'
"['Revi Wearable', 'Revi System', 'Revi Clinician Program']",Implanted Tibial Electrical Urinary Continence Device,QXM,2024-05-03,'revi wearable' 'revi system' 'revi clinician program'
['AI-Rad Companion (Musculoskeletal) VA20'],"System, X-Ray, Tomography, Computed",JAK,2022-11-04,'ai-rad companion (musculoskeletal) va20'
['AI-Rad Companion (Pulmonary) VA40'],"System, X-Ray, Tomography, Computed",JAK,2024-04-01,'ai-rad companion (pulmonary) va40'
['AI-Rad Companion (Pulmonary) VA40'],Automated Radiological Image Processing Software,QIH,2024-04-01,'ai-rad companion (pulmonary) va40'
"['CHROMagar Orientation, 5000 ml, RT412', 'CHROMagar MH Orientation, 5000 ml, MH482']","Culture Media, Non-Selective And Differential",JSH,2022-12-14,'chromagar orientation 5000 ml rt412' 'chromagar mh orientation 5000 ml mh482'
['NextAR Knee Platform'],"Prosthesis, Knee, Patellofemorotibial, Semi-Constrained, Cemented, Polymer/Metal/Polymer",JWH,2022-12-12,'nextar knee platform'
"['EVA NEXUS, Phaco vitrectomy system including laser with DORC connector', 'EVA NEXUS Custom Phaco Pack 30 (Angled)', 'EVA Nexus Aux. Aspiration Tubing', '1cc syringe holder for micro-injection', 'EVA NEXUS, Phaco vitrectomy system including laser with SMA connector', 'EVA NEXUS Custom Phaco Pack 30 (Straight)', 'Directional Laser Probe with DORC connector', 'EVA NEXUS Posterior TDC Pack', 'EVA NEXUS Custom Phaco Pack 45 (Straight)', 'Two Dimensional Cutter \x96 20k CPM', 'EVA NEXUS, Phaco vitrectomy system', 'EVA NEXUS Custom cartridge with 0,5 l collection bag', 'EVA NEXUS Digital Overlay System', 'EVA NEXUS, Phaco emulsification system', 'EVA NEXUS Combined TDC Pack', 'Directional Laser Probe with Alcon / Lumenis connector', 'EVA Nexus Infusion Tubing', 'EVA NEXUS Custom Phaco Pack 45 (Angled)', 'EVA NEXUS Irrigation and Aux. Aspiration Tubing', 'EVA Nexus Irrigation Tubing', 'EVA NEXUS cartridge with 0,5 L collection bag', 'EVA NEXUS Infusion Giving Set', 'EVA Nexus Infusion and Aux. Aspiration Tubing']","Instrument, Vitreous Aspiration And Cutting, Ac-Powered",HQE,2022-06-17,'eva nexus phaco vitrectomy system including laser with dorc connector' 'eva nexus custom phaco pack 30 (angled)' 'eva nexus aux. aspiration tubing' '1cc syringe holder for micro-injection' 'eva nexus phaco vitrectomy system including laser with sma connector' 'eva nexus custom phaco pack 30 (straight)' 'directional laser probe with dorc connector' 'eva nexus posterior tdc pack' 'eva nexus custom phaco pack 45 (straight)' 'two dimensional cutter \x96 20k cpm' 'eva nexus phaco vitrectomy system' 'eva nexus custom cartridge with 05 l collection bag' 'eva nexus digital overlay system' 'eva nexus phaco emulsification system' 'eva nexus combined tdc pack' 'directional laser probe with alcon / lumenis connector' 'eva nexus infusion tubing' 'eva nexus custom phaco pack 45 (angled)' 'eva nexus irrigation and aux. aspiration tubing' 'eva nexus irrigation tubing' 'eva nexus cartridge with 05 l collection bag' 'eva nexus infusion giving set' 'eva nexus infusion and aux. aspiration tubing'
"['EVA NEXUS, Phaco vitrectomy system including laser with DORC connector', 'EVA NEXUS Custom Phaco Pack 30 (Angled)', 'EVA Nexus Aux. Aspiration Tubing', '1cc syringe holder for micro-injection', 'EVA NEXUS, Phaco vitrectomy system including laser with SMA connector', 'EVA NEXUS Custom Phaco Pack 30 (Straight)', 'Directional Laser Probe with DORC connector', 'EVA NEXUS Posterior TDC Pack', 'EVA NEXUS Custom Phaco Pack 45 (Straight)', 'Two Dimensional Cutter \x96 20k CPM', 'EVA NEXUS, Phaco vitrectomy system', 'EVA NEXUS Custom cartridge with 0,5 l collection bag', 'EVA NEXUS Digital Overlay System', 'EVA NEXUS, Phaco emulsification system', 'EVA NEXUS Combined TDC Pack', 'Directional Laser Probe with Alcon / Lumenis connector', 'EVA Nexus Infusion Tubing', 'EVA NEXUS Custom Phaco Pack 45 (Angled)', 'EVA NEXUS Irrigation and Aux. Aspiration Tubing', 'EVA Nexus Irrigation Tubing', 'EVA NEXUS cartridge with 0,5 L collection bag', 'EVA NEXUS Infusion Giving Set', 'EVA Nexus Infusion and Aux. Aspiration Tubing']","Syringe, Piston",FMF,2022-06-17,'eva nexus phaco vitrectomy system including laser with dorc connector' 'eva nexus custom phaco pack 30 (angled)' 'eva nexus aux. aspiration tubing' '1cc syringe holder for micro-injection' 'eva nexus phaco vitrectomy system including laser with sma connector' 'eva nexus custom phaco pack 30 (straight)' 'directional laser probe with dorc connector' 'eva nexus posterior tdc pack' 'eva nexus custom phaco pack 45 (straight)' 'two dimensional cutter \x96 20k cpm' 'eva nexus phaco vitrectomy system' 'eva nexus custom cartridge with 05 l collection bag' 'eva nexus digital overlay system' 'eva nexus phaco emulsification system' 'eva nexus combined tdc pack' 'directional laser probe with alcon / lumenis connector' 'eva nexus infusion tubing' 'eva nexus custom phaco pack 45 (angled)' 'eva nexus irrigation and aux. aspiration tubing' 'eva nexus irrigation tubing' 'eva nexus cartridge with 05 l collection bag' 'eva nexus infusion giving set' 'eva nexus infusion and aux. aspiration tubing'
"['EVA NEXUS, Phaco vitrectomy system including laser with DORC connector', 'EVA NEXUS Custom Phaco Pack 30 (Angled)', 'EVA Nexus Aux. Aspiration Tubing', '1cc syringe holder for micro-injection', 'EVA NEXUS, Phaco vitrectomy system including laser with SMA connector', 'EVA NEXUS Custom Phaco Pack 30 (Straight)', 'Directional Laser Probe with DORC connector', 'EVA NEXUS Posterior TDC Pack', 'EVA NEXUS Custom Phaco Pack 45 (Straight)', 'Two Dimensional Cutter \x96 20k CPM', 'EVA NEXUS, Phaco vitrectomy system', 'EVA NEXUS Custom cartridge with 0,5 l collection bag', 'EVA NEXUS Digital Overlay System', 'EVA NEXUS, Phaco emulsification system', 'EVA NEXUS Combined TDC Pack', 'Directional Laser Probe with Alcon / Lumenis connector', 'EVA Nexus Infusion Tubing', 'EVA NEXUS Custom Phaco Pack 45 (Angled)', 'EVA NEXUS Irrigation and Aux. Aspiration Tubing', 'EVA Nexus Irrigation Tubing', 'EVA NEXUS cartridge with 0,5 L collection bag', 'EVA NEXUS Infusion Giving Set', 'EVA Nexus Infusion and Aux. Aspiration Tubing']","Unit, Phacofragmentation",HQC,2022-06-17,'eva nexus phaco vitrectomy system including laser with dorc connector' 'eva nexus custom phaco pack 30 (angled)' 'eva nexus aux. aspiration tubing' '1cc syringe holder for micro-injection' 'eva nexus phaco vitrectomy system including laser with sma connector' 'eva nexus custom phaco pack 30 (straight)' 'directional laser probe with dorc connector' 'eva nexus posterior tdc pack' 'eva nexus custom phaco pack 45 (straight)' 'two dimensional cutter \x96 20k cpm' 'eva nexus phaco vitrectomy system' 'eva nexus custom cartridge with 05 l collection bag' 'eva nexus digital overlay system' 'eva nexus phaco emulsification system' 'eva nexus combined tdc pack' 'directional laser probe with alcon / lumenis connector' 'eva nexus infusion tubing' 'eva nexus custom phaco pack 45 (angled)' 'eva nexus irrigation and aux. aspiration tubing' 'eva nexus irrigation tubing' 'eva nexus cartridge with 05 l collection bag' 'eva nexus infusion giving set' 'eva nexus infusion and aux. aspiration tubing'
"['EVA NEXUS, Phaco vitrectomy system including laser with DORC connector', 'EVA NEXUS Custom Phaco Pack 30 (Angled)', 'EVA Nexus Aux. Aspiration Tubing', '1cc syringe holder for micro-injection', 'EVA NEXUS, Phaco vitrectomy system including laser with SMA connector', 'EVA NEXUS Custom Phaco Pack 30 (Straight)', 'Directional Laser Probe with DORC connector', 'EVA NEXUS Posterior TDC Pack', 'EVA NEXUS Custom Phaco Pack 45 (Straight)', 'Two Dimensional Cutter \x96 20k CPM', 'EVA NEXUS, Phaco vitrectomy system', 'EVA NEXUS Custom cartridge with 0,5 l collection bag', 'EVA NEXUS Digital Overlay System', 'EVA NEXUS, Phaco emulsification system', 'EVA NEXUS Combined TDC Pack', 'Directional Laser Probe with Alcon / Lumenis connector', 'EVA Nexus Infusion Tubing', 'EVA NEXUS Custom Phaco Pack 45 (Angled)', 'EVA NEXUS Irrigation and Aux. Aspiration Tubing', 'EVA Nexus Irrigation Tubing', 'EVA NEXUS cartridge with 0,5 L collection bag', 'EVA NEXUS Infusion Giving Set', 'EVA Nexus Infusion and Aux. Aspiration Tubing']","Laser, Ophthalmic",HQF,2022-06-17,'eva nexus phaco vitrectomy system including laser with dorc connector' 'eva nexus custom phaco pack 30 (angled)' 'eva nexus aux. aspiration tubing' '1cc syringe holder for micro-injection' 'eva nexus phaco vitrectomy system including laser with sma connector' 'eva nexus custom phaco pack 30 (straight)' 'directional laser probe with dorc connector' 'eva nexus posterior tdc pack' 'eva nexus custom phaco pack 45 (straight)' 'two dimensional cutter \x96 20k cpm' 'eva nexus phaco vitrectomy system' 'eva nexus custom cartridge with 05 l collection bag' 'eva nexus digital overlay system' 'eva nexus phaco emulsification system' 'eva nexus combined tdc pack' 'directional laser probe with alcon / lumenis connector' 'eva nexus infusion tubing' 'eva nexus custom phaco pack 45 (angled)' 'eva nexus irrigation and aux. aspiration tubing' 'eva nexus irrigation tubing' 'eva nexus cartridge with 05 l collection bag' 'eva nexus infusion giving set' 'eva nexus infusion and aux. aspiration tubing'
['Luminell DTx 360 Rotosheath & Introducer'],Hysteroscope (And Accessories),HIH,2023-11-28,'luminell dtx 360 rotosheath & introducer'
['Luminell DTx 360 Rotosheath & Introducer'],"Cystoscope And Accessories, Flexible/Rigid",FAJ,2023-11-28,'luminell dtx 360 rotosheath & introducer'
"['Safety 1st(3-In-1 Digital Themometer)', 'Safety 1st(Probe cover)']","Thermometer, Electronic, Clinical",FLL,2023-12-11,'safety 1st(3-in-1 digital themometer)' 'safety 1st(probe cover)'
"['MammoScreen Suite', 'Genius AI Detection PRO Assistant']","System, Digital Image Communications, Radiological",LMD,2024-11-14,'mammoscreen suite' 'genius ai detection pro assistant'
"['Even Realities, Digital Glasses G1']","Lens, Spectacle, Non-Custom (Prescription)",HQG,2024-05-30,'even realities digital glasses g1'
['IBIS Explorer and Markup Software'],"System, Image Processing, Radiological",LLZ,2024-01-24,'ibis explorer and markup software'
['Etiometry Platform Software'],Adjunctive Cardiovascular Status Indicator,PPW,2023-09-06,'etiometry platform software'
"['TT Wearable Breast Pump, XB-8739, XB-8770, XB-8791', 'Electric Breast Pump XB-8111, XB-8131, XB-8133', 'Wearable Breast Pump XB-8113', 'NCVI Wearable Breast Pump AM8111, AM8113, AM8113-1, AM8791, AM8131, AM8131-1, AM8131-2, AM8131-3, AM8131-4, AM8131-5']","Pump, Breast, Powered",HGX,2022-12-13,'tt wearable breast pump xb-8739 xb-8770 xb-8791' 'electric breast pump xb-8111 xb-8131 xb-8133' 'wearable breast pump xb-8113' 'ncvi wearable breast pump am8111 am8113 am8113-1 am8791 am8131 am8131-1 am8131-2 am8131-3 am8131-4 am8131-5'
"['610IF', 'Leya-BTE-M-N', 'Ruby(HA Faceplate)', 'Leya-BTE-P-N', 'Celesto-IF', 'Leya-IF-N', 'Leya-RIC-S-N', 'AI-3', 'LQC-IF-P', 'Celesto-IF-P', 'Celesto-RIC-S', 'AI-1', 'Leya-RIC-M', 'Leya-RIC-S', 'AI-2', 'Celesto-RIC-M', 'Leya-IF-P-N', 'TINNITUS MASKER', 'Leya-IF-P', 'Leya-IF', 'Leya-BTE-H-N', '430-RIC', 'Celesto-BTE-M', 'Leya-BTE-M', 'Leya-RIC-M-N']","Hearing Aid, Air-Conduction, Over The Counter",QUF,2022-11-08,'610if' 'leya-bte-m-n' 'ruby(ha faceplate)' 'leya-bte-p-n' 'celesto-if' 'leya-if-n' 'leya-ric-s-n' 'ai-3' 'lqc-if-p' 'celesto-if-p' 'celesto-ric-s' 'ai-1' 'leya-ric-m' 'leya-ric-s' 'ai-2' 'celesto-ric-m' 'leya-if-p-n' 'tinnitus masker' 'leya-if-p' 'leya-if' 'leya-bte-h-n' '430-ric' 'celesto-bte-m' 'leya-bte-m' 'leya-ric-m-n'
"['Clearblue Early Digital Pregnancy Test', 'Clearblue Triple Assurance Pregnancy Tests', 'Clearblue Early & Digital Pregnancy Tests']","Kit, Test, Pregnancy, Hcg, Over The Counter",LCX,2022-06-15,'clearblue early digital pregnancy test' 'clearblue triple assurance pregnancy tests' 'clearblue early & digital pregnancy tests'
['RW2 Wearable Sensor (2 component patch)'],Ingestible Event Marker,OZW,2023-09-22,'rw2 wearable sensor (2 component patch)'
['RW2 Wearable Sensor (2 component patch)'],"Transmitters And Receivers, Electrocardiograph, Telephone",DXH,2023-09-22,'rw2 wearable sensor (2 component patch)'
"['MY-Q Lab Analog', 'MY-Q Drill Stopper', 'MY-Q Drill Extension', 'MY-Q Fixture Driver', 'MY-Q Guide pin', 'MY-Q Impression coping', 'MY-Q Pin Guide Hold', 'MY-Q Digital Lab Analog']","Instruments, Dental Hand",DZN,2024-06-10,'my-q lab analog' 'my-q drill stopper' 'my-q drill extension' 'my-q fixture driver' 'my-q guide pin' 'my-q impression coping' 'my-q pin guide hold' 'my-q digital lab analog'
['Ciprofloxacin (GN) 0156-4µg/mL (CIP31)'],"System, Test, Automated, Antimicrobial Susceptibility, Short Incubation",LON,2024-04-02,'ciprofloxacin (gn) 0156-4µg/ml (cip31)'
['Ertapenem GN (ETP) 0625-8 µg/mL'],"System, Test, Automated, Antimicrobial Susceptibility, Short Incubation",LON,2023-09-19,'ertapenem gn (etp) 0625-8 µg/ml'
"['Profile Drill', 'Torque Wrench', 'Mount Driver (Ratchet)', 'Drill Stopper', 'Mount Driver (Machine)', 'Depth Pin', 'Bone Expander', 'Taper Drill-2', 'Multi unit Lab analog', 'Twist Drill', 'Taper Drill-1', 'Oneday Guide Sinus KIT [OGSK]', 'Complete Kit (KIT001, KIT002)', 'Universal Prosthetic Kit (IPDK)', 'Lindemann Drill', 'Screw Driver (Machine)', 'Ti-Base', 'Screw Driver (Ratchet)', 'Drill Extension', 'Unigrip Driver for Ratchet', 'Digital Lab Analog', 'One Drill Plus KIT [ODPK]', '1.2 Hex Driver for Ratchet', 'Lab Analog', 'SCS Driver for Ratchet', 'Pararlle Pin', 'Driver Connector', 'Scan Body', '1.25 Hex Driver for Ratchet', 'Oneday Guide KIT [OGK]', 'Digital Multi Unit Analog', 'One Drill KIT [ODK]', 'Intraoral Scan Body']","Accessories, Implant, Dental, Endosseous",NDP,2022-10-10,'profile drill' 'torque wrench' 'mount driver (ratchet)' 'drill stopper' 'mount driver (machine)' 'depth pin' 'bone expander' 'taper drill-2' 'multi unit lab analog' 'twist drill' 'taper drill-1' 'oneday guide sinus kit [ogsk]' 'complete kit (kit001 kit002)' 'universal prosthetic kit (ipdk)' 'lindemann drill' 'screw driver (machine)' 'ti-base' 'screw driver (ratchet)' 'drill extension' 'unigrip driver for ratchet' 'digital lab analog' 'one drill plus kit [odpk]' '1.2 hex driver for ratchet' 'lab analog' 'scs driver for ratchet' 'pararlle pin' 'driver connector' 'scan body' '1.25 hex driver for ratchet' 'oneday guide kit [ogk]' 'digital multi unit analog' 'one drill kit [odk]' 'intraoral scan body'
"['Digital Knee DK-016', 'Digital Knee DK-011', 'Digital Knee DK-010', 'Digital Knee DK-013', 'Digital Knee DK-009', 'Digital Knee DK-012', 'Digital Knee DK-014', 'Digital Knee DK-015', 'Digital Knee DK-008']","Goniometer, Ac-Powered",KQX,2023-10-30,'digital knee dk-016' 'digital knee dk-011' 'digital knee dk-010' 'digital knee dk-013' 'digital knee dk-009' 'digital knee dk-012' 'digital knee dk-014' 'digital knee dk-015' 'digital knee dk-008'
['BORIS PLATFORM DIAGNOSTIC ULTRASOUND SYSTEM'],"System, Imaging, Pulsed Doppler, Ultrasonic",IYN,2022-06-17,'boris platform diagnostic ultrasound system'
